timestamp_acc,device_acc_x,device_81022250earth_acc_y,earth_acc_z
356083682279646, -2.4275186, 5.395815, 7.8257265, 0.18522727, -0.07116413, 9.808684
356083691918292, -2.78046, 5.1050873, 7.716853, -0.24753046, 0.043369293, 9.658133
356083701557042, -2.4299114, 5.8097734, 7.9836526, 0.41832268, 0.07438898, 10.159534
356083711195792, -2.7852457, 4.7282176, 7.6833534, -0.4857676, -0.13684845, 9.428301
356083720834542, -2.524428, 6.0394845, 8.188239, 0.4524548, 0.13095522, 10.472512
356083730473188, -2.7218359, 4.610969, 7.7611203, -0.5199652, -0.29116154, 9.410062
356083740111938, -2.6955147, 5.9653068, 8.103293, 0.3055781, 0.25130272, 10.4094925
356083749750688, -2.6476583, 4.843073, 7.769495, -0.308977, -0.20760489, 9.5232315
356083759389438, -2.8163524, 5.5896335, 7.9561353, -0.008373022, 0.19872189, 10.121086
356083769028084, -2.5148566, 5.2929235, 7.8460655, 0.05859542, -0.08274984, 9.792345
356083778666834, -2.774478, 5.168497, 7.7706914, -0.20658731, 0.043488503, 9.733971
356083788305584, -2.4095724, 5.782256, 7.9561353, 0.42452455, 0.07536602, 10.117051
356083797944230, -2.7649066, 4.733003, 7.6259255, -0.44037664, -0.13599443, 9.380211
356083807582980, -2.4729822, 6.0346985, 8.12124, 0.49927676, 0.15442705, 10.402627
356083817221730, -2.6823542, 4.631308, 7.702496, -0.451797, -0.27817345, 9.364346
356083826860375, -2.6129622, 6.0167527, 8.105687, 0.39175773, 0.2430296, 10.417223
356083836499125, -2.5746772, 4.8239303, 7.7647095, -0.26154864, -0.26034927, 9.489668
356083846137875, -2.7421749, 5.710471, 8.056634, 0.10302746, 0.16919279, 10.246908
356083855776625, -2.4885356, 5.3180485, 7.944171, 0.07541156, -0.13517141, 9.877263
356083865415271, -2.7936203, 5.2342997, 7.879565, -0.20228767, 0.029189587, 9.861439
356083875054021, -2.4346972, 5.741578, 8.032705, 0.3629353, 0.023703575, 10.16295
356083884692771, -2.7960134, 4.7832522, 7.7036924, -0.45012975, -0.122217655, 9.477686
356083894331521, -2.4741786, 6.038288, 8.139186, 0.49667037, 0.15407372, 10.419136
356083903970167, -2.6991038, 4.6145587, 7.7012997, -0.47290492, -0.27718544, 9.3588915
356083913608917, -2.609373, 6.01436, 8.049456, 0.39957023, 0.27758074, 10.370071
356083923247667, -2.617748, 4.7856455, 7.6570325, -0.2946179, -0.202322, 9.394544
356083932886417, -2.737389, 5.686543, 7.932207, 0.11140382, 0.22443247, 10.13347
356083942525063, -2.4849463, 5.191229, 7.810173, 0.025609374, -0.13485003, 9.700709
356083952163813, -2.8115666, 5.235496, 7.8029947, -0.2037847, 0.08033228, 9.805819
356083961802563, -2.4215364, 5.6877394, 7.948957, 0.353047, 0.041632175, 10.063486
356083971441313, -2.778067, 4.802395, 7.652247, -0.41384673, -0.106612206, 9.442187
356083981079959, -2.4825535, 6.000003, 8.066205, 0.47924495, 0.19579601, 10.342087
356083990718709, -2.7349963, 4.59063, 7.696514, -0.50964093, -0.28135824, 9.351551
356084000357459, -2.6213372, 6.000003, 8.132008, 0.35240424, 0.23453808, 10.431768
356084009996209, -2.6464617, 4.741378, 7.7216387, -0.357432, -0.25097704, 9.429601
356084019634855, -2.7433712, 5.7427745, 8.060223, 0.12084365, 0.19151354, 10.267495
356084029273605, -2.524428, 5.15414, 7.921439, -0.035883665, -0.19047546, 9.780058
356084038912355, -2.806781, 5.302495, 7.908279, -0.16974378, 0.05991602, 9.924865
356084048551105, -2.4346972, 5.6913285, 8.020741, 0.33935177, 0.016180038, 10.125998
356084058189750, -2.7672994, 4.8849473, 7.739585, -0.3653475, -0.10750008, 9.553888
356084067828500, -2.428715, 6.0490556, 8.127222, 0.5382023, 0.15864944, 10.403204
356084077467250, -2.693122, 4.6815577, 7.7108707, -0.44123375, -0.24115658, 9.400776
356084087106000, -2.565106, 6.088537, 8.105687, 0.45614636, 0.26723576, 10.4437895
356084096744646, -2.6045876, 4.7629137, 7.6953177, -0.31307578, -0.2456088, 9.408975
356084106383396, -2.6835506, 5.838487, 8.005188, 0.23202372, 0.24321842, 10.259601
356084116022146, -2.4825535, 5.157729, 7.8233337, 0.0015085936, -0.15918112, 9.692495
356084125660896, -2.7900312, 5.3180485, 7.834101, -0.13979936, 0.10462904, 9.869577
356084135299542, -2.469393, 5.5669017, 7.90469, 0.2517239, 0.022635937, 9.975397
356084144938292, -2.8055844, 4.8526444, 7.643872, -0.40480602, -0.046841145, 9.470068
356084154577042, -2.481357, 5.9545393, 8.04467, 0.45700276, 0.18118668, 10.299938
356084164215792, -2.7768707, 4.587041, 7.676175, -0.5427073, -0.24432802, 9.344592
356084173854542, -2.5938199, 5.9916277, 8.152347, 0.3700477, 0.19546223, 10.436146
356084183493188, -2.672783, 4.6731825, 7.752745, -0.42156398, -0.28948402, 9.424752
356084193131938, -2.7242286, 5.8157554, 8.063812, 0.18391347, 0.22842789, 10.304539
356084202770688, -2.548356, 5.0823555, 7.864012, -0.09537089, -0.1861434, 9.701722
356084212409438, -2.800799, 5.407779, 7.9346, -0.1046077, 0.10622358, 10.00121
356084222048084, -2.4646072, 5.5872407, 7.9704924, 0.2630098, 0.0034303665, 10.037485
356084231686834, -2.8115666, 4.9172506, 7.7240314, -0.37578642, -0.053647995, 9.570833
356084241325584, -2.4454648, 5.953343, 8.055437, 0.48839927, 0.15292215, 10.298095
356084250964334, -2.7230322, 4.664808, 7.6426754, -0.44174933, -0.21312284, 9.345868
356084260603084, -2.5124638, 6.058627, 8.090134, 0.47964716, 0.24131393, 10.40103
356084270241730, -2.6596224, 4.65404, 7.670193, -0.41039824, -0.27280378, 9.344661
356084279880480, -2.6739793, 5.834898, 8.026724, 0.23035228, 0.22900915, 10.272244
356084289519230, -2.5399811, 5.0129633, 7.838887, -0.1235348, -0.21970081, 9.641885
356084299157980, -2.7876384, 5.430511, 7.952546, -0.08678222, 0.100317955, 10.02431
356084308796625, -2.43709, 5.5202417, 7.9836526, 0.23999453, -0.05638647, 10.00452
356084318435375, -2.8163524, 4.9674997, 7.733603, -0.35795045, -0.03191471, 9.606632
356084328074125, -2.457429, 5.922236, 8.045866, 0.4511336, 0.15503788, 10.27717
356084337712875, -2.7505496, 4.6636114, 7.706085, -0.48813796, -0.22560406, 9.402624
356084347351625, -2.510071, 6.0729837, 8.143971, 0.48367667, 0.21265364, 10.451158
356084356990271, -2.6333013, 4.6803613, 7.7012997, -0.3729427, -0.28041792, 9.377224
356084366629021, -2.664408, 5.8911295, 8.054241, 0.26669598, 0.24669218, 10.321981
356084376267771, -2.5316064, 5.0009995, 7.8221374, -0.120542884, -0.21193457, 9.620052
356084385906521, -2.7852457, 5.49751, 7.9513497, -0.04240012, 0.14698553, 10.058866
356084395545271, -2.4993033, 5.4484572, 7.928618, 0.15532994, -0.02924633, 9.93832
356084405183917, -2.7984061, 4.996214, 7.7347994, -0.32619214, -0.0149617195, 9.618405
356084414822667, -2.4346972, 5.9066825, 8.020741, 0.46436346, 0.15107203, 10.242582
356084424461417, -2.7493532, 4.6731825, 7.658229, -0.47020388, -0.17977142, 9.369772
356084434100167, -2.5316064, 6.046663, 8.141579, 0.4650402, 0.2060318, 10.440199
356084443738917, -2.6799614, 4.6205406, 7.7096744, -0.45910585, -0.2877097, 9.363606
356084453377667, -2.6476583, 5.905486, 8.062616, 0.29004526, 0.23933363, 10.331953
356084463016313, -2.548356, 4.9232326, 7.792227, -0.17596698, -0.22906971, 9.558645
356084472655063, -2.7912276, 5.5298133, 7.978867, -0.029029489, 0.15544558, 10.099858
356084482293813, -2.481357, 5.413761, 7.9633136, 0.1430732, -0.08153343, 9.942493
356084491932563, -2.8079774, 5.0416775, 7.7706914, -0.3108189, -6.1798096E-4, 9.674207
356084501571313, -2.4155545, 5.8504515, 8.035098, 0.45071137, 0.08898783, 10.218337
356084511209959, -2.7397819, 4.7042894, 7.7072816, -0.4575473, -0.19877338, 9.422849
356084520848709, -2.4861426, 6.0729837, 8.146365, 0.5042858, 0.1977334, 10.446622
356084530487459, -2.6536403, 4.6301117, 7.6737823, -0.43725348, -0.2625308, 9.333089
356084540126209, -2.6069803, 5.959325, 8.038688, 0.36663592, 0.26529312, 10.330809
356084549764959, -2.5411777, 4.922036, 7.752745, -0.17669511, -0.20139408, 9.524563
356084559403709, -2.7565317, 5.611169, 7.98126, 0.046761274, 0.18470097, 10.136463
356084569042355, -2.4921248, 5.3910294, 7.9238324, 0.1241734, -0.062471867, 9.9016
356084578681105, -2.824727, 5.117051, 7.7886376, -0.28136528, 0.047167778, 9.733692
356084588319855, -2.4358935, 5.825327, 8.007581, 0.42136645, 0.11362028, 10.188175
356084597958605, -2.754139, 4.7401814, 7.6594253, -0.43237174, -0.13744831, 9.408274
356084607597355, -2.440679, 6.081359, 8.109276, 0.55337846, 0.1929884, 10.409454
356084617236105, -2.6189444, 4.645665, 7.624729, -0.3817624, -0.24675083, 9.293596
356084626874750, -2.5842485, 5.973682, 8.050652, 0.37775826, 0.25536728, 10.342548
356084636513500, -2.5471597, 4.820341, 7.7407813, -0.23712099, -0.25364065, 9.461651
356084646152250, -2.745764, 5.599205, 8.053044, 0.03336346, 0.13471031, 10.184429
356084655791000, -2.5064816, 5.304888, 8.026724, 0.0426383, -0.1572051, 9.94113
356084665429750, -2.845066, 5.1206403, 7.9226356, -0.31751037, -0.010181904, 9.847975
356084675068500, -2.4658036, 5.761917, 8.127222, 0.3358413, 0.023796558, 10.257595
356084684707146, -2.8091738, 4.735396, 7.812566, -0.5101242, -0.19200182, 9.542249
356084694345896, -2.5292134, 6.0023956, 8.233703, 0.41267657, 0.14303923, 10.489459
356084703984646, -2.71705, 4.597809, 7.7623167, -0.51671803, -0.28819895, 9.403494
356084713623396, -2.6201408, 5.994021, 8.103293, 0.37203872, 0.26437473, 10.404254
356084723262146, -2.5926232, 4.8191447, 7.763513, -0.27470183, -0.23076868, 9.491537
356084732900896, -2.745764, 5.6674004, 7.9573317, 0.094287515, 0.2275114, 10.144807
356084742539646, -2.477768, 5.259424, 7.7671022, 0.08349323, -0.04853916, 9.701517
356084752178292, -2.7768707, 5.21755, 7.696514, -0.16439009, 0.13778305, 9.701761
356084761817042, -2.3784657, 5.7523456, 7.891529, 0.44099712, 0.10157871, 10.040819
356084771455792, -2.7314072, 4.7892346, 7.600801, -0.38304222, -0.07710457, 9.38173
356084781094542, -2.4358935, 6.0550375, 8.043473, 0.5485742, 0.22976732, 10.341219
356084790733292, -2.656033, 4.599005, 7.658229, -0.4377221, -0.27548933, 9.305179
356084800372042, -2.57707, 6.0167527, 8.128419, 0.4066478, 0.24800873, 10.425301
356084810010792, -2.6392834, 4.746164, 7.7874413, -0.3511111, -0.28533316, 9.483218
356084819649542, -2.644069, 5.554938, 8.079366, 0.07664549, 0.03954649, 10.154661
356084829288188, -2.6895328, 5.296513, 8.012366, -0.094852746, -0.05098343, 9.973619
356084838926938, -2.684747, 5.3407803, 8.043473, -0.07192987, -0.043823242, 10.021086
356084848565688, -2.6476583, 5.3336015, 8.026724, -0.042890072, -0.057738304, 9.994022
356084858204438, -2.6285157, 5.349155, 7.984849, -0.012209713, -0.033046246, 9.963893
356084867843188, -2.658426, 5.3096733, 7.945368, -0.054824233, -0.01780653, 9.918942
356084877481938, -2.6703901, 5.302495, 7.921439, -0.06097734, -0.0014996529, 9.899137
356084887120688, -2.6572297, 5.2845488, 7.9154572, -0.060354114, -0.01544714, 9.881189
356084896759438, -2.626123, 5.2977095, 7.8759756, -0.01870966, -0.0028204918, 9.848496
356084906398188, -2.5818555, 5.355137, 7.8376904, 0.05621183, 0.027574062, 9.837122
356084916036834, -2.5710878, 5.3886366, 7.834101, 0.08364177, 0.041401863, 9.849484
356084925675584, -2.57707, 5.3814583, 7.864012, 0.07017326, 0.022654057, 9.8711
356084935314334, -2.5794628, 5.375476, 7.865208, 0.061216593, 0.019394398, 9.869486
356084944953084, -2.5794628, 5.4029937, 7.867601, 0.07246423, 0.03301525, 9.886292
356084954591834, -2.5615165, 5.428118, 7.897511, 0.09500885, 0.020289421, 9.919025
356084964230584, -2.5543382, 5.4317074, 7.90469, 0.10168576, 0.014123917, 9.924801
356084973869334, -2.5878377, 5.407779, 7.91785, 0.057632446, 0.01196003, 9.931257
356084983508084, -2.6285157, 5.352744, 7.914261, -0.0057389736, 0.004451275, 9.909412
356084993146834, -2.6596224, 5.3144593, 7.926225, -0.052835107, -0.0074329376, 9.906527
356085002785584, -2.672783, 5.306084, 7.9094753, -0.06360161, 0.004160881, 9.89212
356085012424230, -2.656033, 5.3036914, 7.926225, -0.052789092, -0.016631603, 9.89978
356085022062980, -2.6452653, 5.312066, 7.899904, -0.035604954, -0.0021977425, 9.880419
356085031701730, -2.6464617, 5.3180485, 7.873583, -0.029041886, 0.017312527, 9.862938
356085041340480, -2.652444, 5.3240304, 7.88794, -0.032476902, 0.015645027, 9.879223
356085050979230, -2.6596224, 5.3312087, 7.91785, -0.038075566, 0.0058989525, 9.908898
356085060617980, -2.6404798, 5.3216376, 7.914261, -0.026987553, -0.008421421, 9.895791
356085070256730, -2.6679974, 5.316852, 7.90469, -0.050108314, 0.009959698, 9.892859
356085079895480, -2.6512475, 5.3276196, 7.954939, -0.036157727, -0.022573948, 9.93438
356085089534230, -2.6536403, 5.3312087, 7.9274216, -0.029218912, -0.0022969246, 9.914976
356085099172980, -2.6572297, 5.3180485, 7.9369926, -0.040709972, -0.013290882, 9.916477
356085108811730, -2.6668007, 5.3036914, 7.9393854, -0.056686282, -0.01768446, 9.913187
356085118450480, -2.638087, 5.326423, 7.9166536, -0.017079115, -0.0073018074, 9.899665
356085128089125, -2.6321049, 5.337191, 7.899904, -0.0031790733, 0.005458832, 9.890502
356085137727875, -2.6201408, 5.3443694, 7.867601, 0.013875365, 0.021207333, 9.865391
356085147366625, -2.6141586, 5.346762, 7.8723865, 0.01925695, 0.016731262, 9.868917
356085157005375, -2.6021945, 5.3742795, 7.891529, 0.040097952, 0.014938831, 9.895893
356085166644125, -2.589034, 5.3790655, 7.899904, 0.050743937, 0.004466057, 9.901684
356085176282875, -2.5698915, 5.3886366, 7.8927255, 0.07120657, 0.0037932396, 9.896048
356085185921625, -2.5698915, 5.4125648, 7.9106717, 0.0828948, 0.0078077316, 9.923306
356085195560375, -2.5926232, 5.4125648, 7.9238324, 0.060831904, 0.010922432, 9.939862
356085205199125, -2.5914268, 5.389833, 7.9238324, 0.048196435, -0.0041413307, 9.927266
356085214837875, -2.635694, 5.3682976, 7.911868, 0.0019578934, 0.014291763, 9.91781
356085224476625, -2.6464617, 5.3539405, 7.885547, -0.010891318, 0.025474072, 9.891893
356085234115375, -2.6344976, 5.3503513, 7.9166536, -0.008670688, -0.0015368462, 9.911619
356085243754125, -2.6321049, 5.359923, 7.921439, -0.0017054081, -0.001663208, 9.919977
356085253392875, -2.629712, 5.3479586, 7.8927255, -0.0028249025, 0.006737232, 9.88995
356085263031625, -2.635694, 5.328816, 7.881958, -0.01691711, 0.003996849, 9.872596
356085272670375, -2.6273193, 5.3383875, 7.8699937, -0.0014597178, 0.011641502, 9.865995
356085282309125, -2.6344976, 5.3144593, 7.8352976, -0.016405106, 0.021895409, 9.827269
356085291947875, -2.635694, 5.3240304, 7.8520474, -0.012815952, 0.018200874, 9.846134
356085301586521, -2.629712, 5.304888, 7.885547, -0.023383379, -0.016269684, 9.860947
356085311225271, -2.6464617, 5.319245, 7.952546, -0.03703177, -0.037566185, 9.926647
356085320864021, -2.656033, 5.322834, 7.995617, -0.04892671, -0.054044247, 9.965523
356085330502771, -2.6715865, 5.3312087, 7.995617, -0.0564183, -0.03978157, 9.974183
356085340141521, -2.6596224, 5.365905, 7.9980097, -0.02662766, -0.028197289, 9.991656
356085349780271, -2.6476583, 5.380262, 7.9226356, 0.0021175146, 0.016390324, 9.936056
356085359419021, -2.6165516, 5.386244, 7.856833, 0.038817644, 0.039506435, 9.878497
356085369057771, -2.5902305, 5.38744, 7.8281193, 0.06390071, 0.043005943, 9.84923
356085378696521, -2.5758736, 5.375476, 7.8257265, 0.06604421, 0.02820921, 9.837058
356085388335271, -2.5746772, 5.3742795, 7.820941, 0.06637287, 0.029057503, 9.83228
356085397974021, -2.5782664, 5.3682976, 7.826923, 0.059098244, 0.024114132, 9.83477
356085407612771, -2.5986054, 5.3706903, 7.836494, 0.0425601, 0.030724525, 9.84911
356085417251521, -2.605784, 5.363512, 7.8592257, 0.02949965, 0.017933369, 9.8652725
356085426890271, -2.6105695, 5.3503513, 7.8759756, 0.015669942, 0.0028176308, 9.872794
356085436529021, -2.638087, 5.3611193, 7.8987074, -0.0025361776, 0.0116939545, 9.904066
356085446167771, -2.650051, 5.332405, 7.9537425, -0.03615749, -0.028796673, 9.935653
356085455806521, -2.6715865, 5.312066, 7.982456, -0.06948495, -0.04365349, 9.953306
356085465445271, -2.6895328, 5.2929235, 7.9716887, -0.09346342, -0.038321972, 9.939128
356085475084021, -2.6632116, 5.288138, 7.975278, -0.07459402, -0.058192253, 9.932433
356085484722771, -2.6548367, 5.332405, 7.9633136, -0.03985381, -0.029442787, 9.944576
356085494361521, -2.644069, 5.3407803, 7.932207, -0.021835446, -0.012349129, 9.921406
356085504000271, -2.6428726, 5.3443694, 7.8987074, -0.014295459, 0.008403778, 9.89628
356085513639021, -2.6189444, 5.3503513, 7.8831544, 0.009899497, 0.0064821243, 9.880746
356085523277771, -2.617748, 5.3718867, 7.877172, 0.024787068, 0.020941734, 9.887293
356085532916521, -2.62373, 5.3850474, 7.8520474, 0.0324322, 0.045979023, 9.87594
356085542555271, -2.6189444, 5.3910294, 7.8664045, 0.038237214, 0.03790617, 9.889361
356085552194021, -2.6009982, 5.3994045, 7.8592257, 0.058811903, 0.03626299, 9.88339
356085561832771, -2.6249263, 5.3814583, 7.8317084, 0.0336318, 0.054630756, 9.858088
356085571471521, -2.6141586, 5.367101, 7.85444, 0.029243588, 0.026076317, 9.865612
356085581110271, -2.6045876, 5.3682976, 7.8699937, 0.034755945, 0.012450695, 9.87613
356085590749021, -2.5986054, 5.3587265, 7.864012, 0.033279657, 0.006697178, 9.864595
356085600387771, -2.6165516, 5.3407803, 7.8628154, 0.0053966045, 0.0070819855, 9.8587055
356085610026521, -2.62373, 5.3443694, 7.8604226, 0.0015597343, 0.014880657, 9.860642
356085619665271, -2.6476583, 5.3300123, 7.897511, -0.031931162, -0.0010156631, 9.888821
356085629304021, -2.650051, 5.328816, 7.928618, -0.039190054, -0.017638683, 9.913635
356085638942771, -2.656033, 5.334798, 7.952546, -0.04379356, -0.024925232, 9.937556
356085648581521, -2.6596224, 5.3479586, 7.940582, -0.03542292, -0.007849216, 9.936085
356085658220271, -2.652444, 5.352744, 7.945368, -0.027587533, -0.011861324, 9.94059
356085667859021, -2.6213372, 5.365905, 7.928618, 0.008800387, -0.011223793, 9.926083
356085677497771, -2.6165516, 5.3766723, 7.9166536, 0.021131754, -3.10421E-4, 9.921084
356085687136521, -2.6476583, 5.3587265, 7.893922, -0.010872483, 0.019647121, 9.901493
356085696775271, -2.6309085, 5.3479586, 7.885547, -0.00284791, 0.008972645, 9.884541
356085706414021, -2.6189444, 5.352744, 7.920243, 0.003858924, -0.015068531, 9.911648
356085716052771, -2.617748, 5.352744, 7.9166536, 0.0053327084, -0.013649464, 9.908465
356085725691521, -2.617748, 5.3611193, 7.9369926, 0.005511999, -0.020570755, 9.929228
356085735330271, -2.5878377, 5.38744, 7.925029, 0.04581678, -0.015382767, 9.925985
356085744969021, -2.568695, 5.416154, 7.8987074, 0.08141661, 0.0050005913, 9.915435
356085754607771, -2.585445, 5.4293146, 7.847262, 0.08443594, 0.0508914, 9.885939
356085764246521, -2.6189444, 5.3706903, 7.8580294, 0.020964384, 0.029829025, 9.8717
356085773885271, -2.6428726, 5.3479586, 7.881958, -0.01271987, 0.015378952, 9.884851
356085783524021, -2.638087, 5.339584, 7.88794, -0.015052795, 0.004319191, 9.883825
