timestamp_acc,device_acc_x,device_81022250earth_acc_y,earth_acc_z
356082284665063, -2.8079774, 4.87418, 7.685746, -0.39834738, -0.06597662, 9.515778
356082294303813, -2.481357, 6.0119667, 8.099705, 0.48487258, 0.14674711, 10.375424
356082303942563, -2.7445676, 4.6432724, 7.685746, -0.4983914, -0.2355547, 9.373336
356082313581209, -2.5818555, 6.053841, 8.130812, 0.4356197, 0.21636724, 10.449329
356082323219959, -2.6321049, 4.7246284, 7.725228, -0.35411572, -0.28105402, 9.419386
356082332858709, -2.7110682, 5.7810597, 7.993224, 0.18194735, 0.21406126, 10.226596
356082342497459, -2.536392, 5.1182475, 7.789834, -0.05184996, -0.14280891, 9.658581
356082352136209, -2.786442, 5.3682976, 7.806584, -0.10110462, 0.13231754, 9.874104
356082361774855, -2.4191437, 5.6183476, 7.893922, 0.324183, 0.019634247, 9.981314
356082371413605, -2.784049, 4.9028935, 7.6534433, -0.36299336, -0.052948475, 9.498943
356082381052355, -2.4382863, 5.9904313, 8.020741, 0.5153804, 0.17260122, 10.289188
356082390691105, -2.7098715, 4.651647, 7.62114, -0.4556625, -0.2219758, 9.316978
356082400329750, -2.5328028, 6.0717874, 8.070991, 0.4753611, 0.2394743, 10.399002
356082409968500, -2.603391, 4.7401814, 7.655836, -0.33151674, -0.24089193, 9.364341
356082419607250, -2.6823542, 5.8432727, 7.987242, 0.2331599, 0.24073458, 10.248054
356082429246000, -2.5316064, 5.0799623, 7.789834, -0.07899046, -0.16614294, 9.636531
356082438884750, -2.7960134, 5.3994045, 7.865208, -0.102892995, 0.1224637, 9.940182
356082448523396, -2.457429, 5.572884, 7.958528, 0.2528968, -0.02201128, 10.01847
356082458162146, -2.821138, 4.90409, 7.7419777, -0.40382397, -0.08272171, 9.580042
356082467800896, -2.495714, 5.912665, 8.111669, 0.41059518, 0.11468744, 10.3346815
356082477439646, -2.784049, 4.6229334, 7.7216387, -0.5406107, -0.25428152, 9.401554
356082487078292, -2.5734808, 6.038288, 8.17149, 0.40609026, 0.20279217, 10.471434
356082496717042, -2.6416762, 4.679165, 7.728817, -0.39100802, -0.3097353, 9.399939
356082506355792, -2.6548367, 5.8971114, 8.015956, 0.2939198, 0.2508502, 10.292245
356082515994542, -2.5232315, 5.066802, 7.7682986, -0.07275474, -0.1593852, 9.610148
356082525633188, -2.7768707, 5.4616175, 7.891529, -0.05208826, 0.13801193, 9.989731
356082535271938, -2.461018, 5.5274205, 7.9166536, 0.23031795, -0.025312424, 9.961361
356082544910688, -2.800799, 4.9734817, 7.6941214, -0.33675754, -0.0057606697, 9.574239
356082554549438, -2.4586253, 5.9090757, 8.007581, 0.45027506, 0.14414454, 10.24011
356082564188084, -2.7505496, 4.6468616, 7.647461, -0.4839902, -0.2097249, 9.346886
356082573826834, -2.5459633, 6.0598235, 8.124829, 0.45203567, 0.2188325, 10.438583
356082583465584, -2.6464617, 4.6755753, 7.6737823, -0.38729668, -0.26682854, 9.355774
356082593104334, -2.650051, 5.892326, 8.009974, 0.28662276, 0.25628614, 10.283684
356082602742980, -2.536392, 5.003392, 7.7096744, -0.108008504, -0.16004229, 9.532526
356082612381730, -2.7625136, 5.5022955, 7.8927255, -0.026637852, 0.14853668, 10.008951
356082622020480, -2.455036, 5.4723854, 7.908279, 0.20288104, -0.03924799, 9.923326
356082631659125, -2.7984061, 4.9926243, 7.706085, -0.32720542, -0.024908066, 9.593407
356082641297875, -2.4538395, 5.8827543, 8.048259, 0.4268589, 0.10539961, 10.257156
356082650936625, -2.7565317, 4.7018967, 7.702496, -0.47465277, -0.2046876, 9.421655
356082660575375, -2.5423741, 6.0490556, 8.176275, 0.44650757, 0.18298244, 10.4725065
356082670214021, -2.6943183, 4.613362, 7.732406, -0.4752195, -0.30788422, 9.381468
356082679852771, -2.6703901, 5.9114685, 8.076973, 0.27337575, 0.22739458, 10.353138
356082689491521, -2.5627131, 4.95075, 7.757531, -0.1787703, -0.20096064, 9.549051
356082699130271, -2.7625136, 5.554938, 7.8699937, 0.022790551, 0.19874048, 10.019262
356082708768917, -2.4478576, 5.432904, 7.865208, 0.1890105, -0.054797173, 9.865659
356082718407667, -2.7768707, 5.066802, 7.7012997, -0.26492345, 0.023303986, 9.624073
356082728046417, -2.457429, 5.8396835, 7.9944205, 0.41470456, 0.114587784, 10.191492
356082737685167, -2.792424, 4.6600223, 7.6773715, -0.5177249, -0.18704844, 9.388954
356082747323813, -2.5603201, 6.0107703, 8.184649, 0.41656542, 0.16082954, 10.462967
356082756962563, -2.7361927, 4.619344, 7.7910304, -0.51150036, -0.30743504, 9.442938
356082766601313, -2.6739793, 5.9521465, 8.132008, 0.30467618, 0.22601652, 10.419399
356082776239959, -2.5902305, 4.924429, 7.751549, -0.20986104, -0.19308424, 9.537529
356082785878709, -2.7469604, 5.621937, 7.8927255, 0.07911587, 0.2162857, 10.069459
356082795517459, -2.4358935, 5.4089756, 7.8257265, 0.19722688, -0.048683167, 9.817908
356082805156209, -2.7505496, 5.1589255, 7.6713896, -0.17628098, 0.07526207, 9.643314
356082814794855, -2.3653052, 5.866005, 7.8831544, 0.52232885, 0.14172697, 10.092369
356082824433605, -2.713461, 4.773681, 7.533802, -0.36661565, -0.092282295, 9.3148365
356082834072355, -2.4801607, 6.0658054, 8.042277, 0.52404296, 0.22453451, 10.358494
356082843711000, -2.6691937, 4.6528435, 7.6343007, -0.4238119, -0.24455547, 9.317547
356082853349750, -2.6225336, 5.968896, 8.033902, 0.35387886, 0.25468302, 10.337259
356082862988500, -2.5710878, 4.8454657, 7.7443705, -0.24163854, -0.24728203, 9.483921
356082872627250, -2.7565317, 5.625526, 7.982456, 0.053840518, 0.16427422, 10.145677
356082882265896, -2.5172493, 5.3072805, 7.952546, 0.04613304, -0.1349349, 9.885669
356082891904646, -2.8630123, 5.1086764, 7.884351, -0.32955348, -0.009457111, 9.815788
356082901543396, -2.5088747, 5.7403817, 8.115258, 0.29582822, 0.01133728, 10.247741
356082911182042, -2.8199415, 4.755735, 7.8053875, -0.49489343, -0.19079447, 9.5504875
356082920820792, -2.489732, 6.0622163, 8.184649, 0.4949652, 0.15302658, 10.472313
356082930459542, -2.672783, 4.65404, 7.6737823, -0.41939807, -0.25936604, 9.351343
356082940098292, -2.57707, 6.033502, 8.024331, 0.43518507, 0.28557253, 10.3519745
356082949736938, -2.544767, 4.8658047, 7.6343007, -0.1944462, -0.19252777, 9.399978
356082959375688, -2.6955147, 5.697311, 7.8604226, 0.15394521, 0.24679422, 10.071089
356082969014438, -2.4502504, 5.2941203, 7.7886376, 0.11855841, -0.08687878, 9.72999
356082978653084, -2.766103, 5.231907, 7.7551384, -0.16312683, 0.0732255, 9.753685
356082988291834, -2.4263222, 5.76431, 7.9190464, 0.40296566, 0.09902048, 10.082333
356082997930584, -2.774478, 4.7892346, 7.6067834, -0.4120605, -0.092470646, 9.397837
356083007569230, -2.4538395, 6.0358953, 8.073383, 0.52455163, 0.17669916, 10.359852
356083017207980, -2.6895328, 4.615755, 7.665407, -0.4739592, -0.26679277, 9.3274555
356083026846730, -2.5986054, 5.9880385, 8.115258, 0.37250912, 0.21538448, 10.405846
356083036485480, -2.6321049, 4.743771, 7.7419777, -0.35552692, -0.26720524, 9.44308
356083046124125, -2.7684958, 5.660222, 8.053044, 0.05426252, 0.1565957, 10.223831
356083055762875, -2.5782664, 5.1816573, 7.98126, -0.07895172, -0.18683767, 9.856794
356083065401625, -2.900101, 5.197211, 7.944171, -0.31346512, 0.025401115, 9.921317
356083075040271, -2.5399811, 5.6279187, 8.070991, 0.21423066, -2.2983551E-4, 10.159723
356083084679021, -2.8749764, 4.7449675, 7.7312098, -0.53284013, -0.13829517, 9.499935
356083094317771, -2.5208387, 5.9617176, 8.087741, 0.42214715, 0.17855644, 10.348825
356083103956521, -2.7278178, 4.5930233, 7.611569, -0.4935125, -0.2379694, 9.282923
356083113595167, -2.5674987, 6.0167527, 7.9836526, 0.43472755, 0.30297995, 10.307825
356083123233917, -2.5926232, 4.743771, 7.55773, -0.2793615, -0.19532442, 9.285912
356083132872667, -2.6751757, 5.759524, 7.8293157, 0.21246016, 0.28949308, 10.074617
356083142511313, -2.5028925, 5.1852465, 7.7216387, 0.027788639, -0.07989597, 9.631604
356083152150063, -2.784049, 5.3240304, 7.769495, -0.12226212, 0.1263566, 9.819897
356083161788813, -2.4263222, 5.6817575, 7.9704924, 0.34580886, 0.027039051, 10.078584
356083171427459, -2.7708886, 4.8693943, 7.7216387, -0.3808931, -0.118290424, 9.531708
356083181066209, -2.4454648, 6.038288, 8.166703, 0.5157093, 0.13882446, 10.433169
356083190704959, -2.7086751, 4.699504, 7.780263, -0.4419799, -0.28921127, 9.469728
356083200343709, -2.5519454, 6.1196437, 8.183454, 0.47236478, 0.22561789, 10.51938
356083209982355, -2.6129622, 4.7832522, 7.7120676, -0.314381, -0.24127531, 9.43536
356083219621105, -2.6919255, 5.8097734, 8.017152, 0.21336615, 0.21906662, 10.255786
356083229259855, -2.516053, 5.1421757, 7.8281193, -0.035437584, -0.15821695, 9.696683
356083238898500, -2.7792635, 5.3742795, 7.838887, -0.09220505, 0.12403202, 9.901083
356083248537250, -2.4215364, 5.6279187, 7.9310107, 0.32278216, 0.0059571266, 10.016686
356083258176000, -2.7900312, 4.8658047, 7.617551, -0.38471305, -0.030601978, 9.451902
356083267814646, -2.4526432, 5.9353967, 8.033902, 0.47003102, 0.128613, 10.273779
356083277453396, -2.7361927, 4.619344, 7.6869426, -0.5148237, -0.24023104, 9.35903
356083287092146, -2.5579274, 6.067002, 8.133204, 0.45481253, 0.21729517, 10.452102
356083296730896, -2.629712, 4.715057, 7.7240314, -0.37307036, -0.2820549, 9.412176
356083306369542, -2.7122645, 5.8337016, 8.065009, 0.19132197, 0.21296644, 10.3126545
356083316008292, -2.5543382, 5.0859447, 7.881958, -0.108706236, -0.20258284, 9.7192545
356083325647042, -2.824727, 5.3994045, 7.926225, -0.13502741, 0.10888052, 9.99638
356083335285688, -2.4885356, 5.5597234, 7.9716887, 0.2218175, -0.02022314, 10.030032
356083344924438, -2.833102, 4.90409, 7.7204423, -0.40733767, -0.048416138, 9.56627
356083354563188, -2.487339, 5.9138613, 8.05783, 0.42620277, 0.12589121, 10.290371
356083364201834, -2.7756743, 4.5858445, 7.6546397, -0.5447893, -0.22577763, 9.326313
356083373840584, -2.5627131, 6.046663, 8.079366, 0.4602821, 0.22608805, 10.399174
356083383479334, -2.6548367, 4.7018967, 7.6343007, -0.38432002, -0.21668959, 9.340443
356083393118084, -2.6811578, 5.869594, 7.948957, 0.2782755, 0.27747965, 10.230945
356083402756730, -2.544767, 5.0249276, 7.7108707, -0.10455835, -0.1406765, 9.547384
356083412395480, -2.774478, 5.4436717, 7.8400836, -0.043477654, 0.15450382, 9.938435
356083422034230, -2.4514468, 5.5250273, 7.8903327, 0.24562192, -0.014053822, 9.936416
356083431672875, -2.7732813, 4.9663033, 7.7012997, -0.3208357, -0.03916979, 9.568741
356083441311625, -2.4382863, 5.9138613, 8.067402, 0.46590328, 0.09779692, 10.284714
356083450950375, -2.7493532, 4.6731825, 7.756335, -0.48898995, -0.2495408, 9.447588
356083460589021, -2.5208387, 6.0933228, 8.252846, 0.4838822, 0.13728046, 10.551762
356083470227771, -2.650051, 4.682754, 7.773084, -0.42200446, -0.30512714, 9.439312
356083479866521, -2.6548367, 5.938986, 8.094919, 0.3039328, 0.21751928, 10.378235
356083489505271, -2.5268207, 5.0309095, 7.8436728, -0.11988878, -0.22272778, 9.651637
356083499143917, -2.784049, 5.508278, 7.940582, -0.034602046, 0.14366198, 10.055997
356083508782667, -2.4825535, 5.4628143, 7.920243, 0.1735481, -0.04779005, 9.934952
356083518421417, -2.8510482, 4.981857, 7.7276206, -0.37704408, -0.0021224022, 9.618801
356083528060063, -2.4658036, 5.8683977, 7.987242, 0.42896926, 0.1352849, 10.20353
356083537698813, -2.772085, 4.6755753, 7.57448, -0.47682774, -0.12524843, 9.30995
356083547337563, -2.5136602, 6.0550375, 8.030313, 0.49735415, 0.24628067, 10.351806
356083556976209, -2.6632116, 4.6265225, 7.59123, -0.4328847, -0.23738813, 9.26717
356083566614959, -2.629712, 5.899504, 7.972885, 0.32199526, 0.25447798, 10.252707
356083576253709, -2.5256243, 4.938786, 7.746763, -0.16061902, -0.22460079, 9.523994
356083585892459, -2.7708886, 5.528617, 7.9154572, -0.0075188875, 0.15968609, 10.043524
356083595531105, -2.4837499, 5.42094, 7.958528, 0.14098346, -0.0909791, 9.943119
356083605169855, -2.8354948, 5.0751767, 7.85444, -0.32787764, -0.025054455, 9.766349
356083614808605, -2.4789643, 5.8672013, 8.149954, 0.386397, 0.04711914, 10.336322
356083624447250, -2.7996025, 4.7102714, 7.8257265, -0.5253707, -0.23069334, 9.536099
356083634086000, -2.556731, 6.101698, 8.191829, 0.47185135, 0.20749903, 10.517033
356083643724750, -2.6739793, 4.668397, 7.6977105, -0.42901874, -0.26325226, 9.377927
356083653363500, -2.6069803, 5.9916277, 8.018349, 0.38437045, 0.270267, 10.332912
356083663002146, -2.501696, 4.9459643, 7.676175, -0.12717402, -0.18975449, 9.465332
356083672640896, -2.696711, 5.6267223, 7.8580294, 0.124727726, 0.20263624, 10.031164
