timestamp_acc,device_acc_x,device_acc_y,device_acc_z,earth_acc_x,earth_acc_y,earth_acc_z
780527021069636, 0.8039884, 5.493921, 8.312666, 0.010484219, 0.017695904, 9.996478
780527030709531, 0.83030945, 5.501099, 8.32463, 0.034068346, 0.02822113, 10.012442
780527040349531, 0.8243274, 5.493921, 8.34138, 0.033600688, 0.011580467, 10.021978
780527049989427, 0.8243274, 5.5022955, 8.318648, 0.02753365, 0.03128004, 10.007645
780527059629323, 0.81595254, 5.4987063, 8.292327, 0.018843174, 0.04272747, 9.9830885
780527069269323, 0.8003992, 5.483153, 8.260024, 0.005209565, 0.042339325, 9.946445
780527078909219, 0.78723866, 5.474778, 8.233703, -0.0067266226, 0.046375275, 9.918902
780527088549115, 0.7848458, 5.491528, 8.238488, -0.011739612, 0.057688236, 9.931872
780527098189115, 0.78364944, 5.456832, 8.251649, 0.0012797117, 0.02390337, 9.923722
780527107829011, 0.79800636, 5.4723854, 8.258827, 0.011343479, 0.039022923, 9.939335
780527117469011, 0.8207382, 5.473582, 8.250452, 0.030651212, 0.053192616, 9.934783
780527127108906, 0.7896315, 5.4628143, 8.209774, -7.5244904E-4, 0.05404377, 9.892591
780527136748802, 0.8003992, 5.474778, 8.221739, 0.0066542625, 0.060828686, 9.90995
780527146388802, 0.8350951, 5.5298133, 8.2456665, 0.021644711, 0.10126829, 9.962757
780527156028698, 0.86859465, 5.5633125, 8.258827, 0.042448997, 0.13231897, 9.99469
780527165668594, 0.82313097, 5.5405807, 8.285149, 0.011469841, 0.08340788, 10.000609
780527175308594, 0.78364944, 5.4676, 8.340183, 0.009836316, -0.016308308, 10.003352
780527184948490, 0.7178468, 5.432904, 8.321041, -0.039781332, -0.055047512, 9.963275
780527194588386, 0.695115, 5.375476, 8.348558, -0.035454392, -0.12173033, 9.952952
780527204228386, 0.7118647, 5.3515477, 8.370093, -0.0074727535, -0.14313602, 9.959105
780527213868281, 0.71306115, 5.380262, 8.322237, -0.023514748, -0.093783855, 9.935086
780527223508281, 0.66400826, 5.3611193, 8.287541, -0.0658381, -0.10683584, 9.89192
780527233148177, 0.6723832, 5.3742795, 8.292327, -0.0587883, -0.09150791, 9.90383
780527242788073, 0.67836523, 5.410172, 8.29113, -0.06401789, -0.058368683, 9.9229765
780527252428073, 0.695115, 5.4089756, 8.270791, -0.049662232, -0.03921318, 9.906673
780527262067969, 0.6963114, 5.4089756, 8.246863, -0.051254272, -0.024271488, 9.88683
780527271707865, 0.6843473, 5.413761, 8.203793, -0.06987524, -0.0013375282, 9.852638
780527281347865, 0.7465607, 5.436493, 8.238488, -0.015030503, 0.02081585, 9.898729
780527290987761, 0.7704889, 5.4352965, 8.262417, 0.010261178, 0.01593256, 9.919843
780527300627656, 0.7537391, 5.430511, 8.268398, -0.00277555, 0.0030031204, 9.920937
780527310267656, 0.7106683, 5.4149575, 8.219346, -0.04590094, 0.003435135, 9.86825
780527319907552, 0.7286145, 5.4376893, 8.2145605, -0.037476778, 0.030104637, 9.878058
780527329547552, 0.7812566, 5.493921, 8.269595, -0.0018219948, 0.06437588, 9.9586935
780527339187448, 0.80997044, 5.5274205, 8.309076, 0.019352794, 0.07901192, 10.01212
780527348827344, 0.8003992, 5.532206, 8.405986, 0.017826438, 0.02469349, 10.094831
780527358467344, 0.77766734, 5.4628143, 8.444271, 0.025450587, -0.05686903, 10.087068
780527368107240, 0.7477571, 5.4185467, 8.344969, -0.0018060207, -0.05111742, 9.977758
780527377747136, 0.74416786, 5.432904, 8.26481, -0.021245122, -0.0015854836, 9.91851
780527387387136, 0.7716853, 5.4484572, 8.248059, -0.003456235, 0.029331207, 9.91518
780527397027031, 0.7788638, 5.4556355, 8.325827, 0.009835005, -0.006621361, 9.98448
780527406667031, 0.7908279, 5.4412785, 8.352147, 0.029529452, -0.02733469, 9.999483
780527416306927, 0.7645068, 5.413761, 8.298309, 0.004070878, -0.03502512, 9.937504
