,device_acc_x,device_acc_y,device_acc_z,earth_acc_x,earth_acc_y,earth_acc_z
97272776144498, 8.336594, -0.7298109, 5.319245, 0.65355164, 0.009212971, 9.894371
97272785783144, 8.32463, 0.4019942, 5.558527, -0.50882554, 0.033748627, 10.004911
97272795421790, 8.474181, -0.34576288, 5.5310097, 0.2529207, -0.0032892227, 10.122224
97272805060436, 8.228917, -0.011964113, 5.4484572, -0.08672249, -0.003156662, 9.868809
97272814699082, 8.565108, 0.12323037, 5.6590257, -0.21791089, 0.035603046, 10.264117
97272824337623, 8.178668, -0.5168497, 5.2737813, 0.4357506, 0.013083935, 9.735526
97272833976269, 8.562716, 0.47018966, 5.7559347, -0.5680603, 0.022051334, 10.312554
97272843614915, 8.202596, -0.8315059, 5.3300123, 0.7381427, -0.0719862, 9.789433
97272853253561, 8.49811, 0.6041877, 5.81097, -0.72488755, -0.0247221, 10.287089
97272862892207, 8.364112, -0.7800602, 5.4125648, 0.6867041, -0.04159069, 9.969424
97272872530853, 8.372486, 0.4211368, 5.6757755, -0.52417225, -0.01376915, 10.110162
97272882169498, 8.465807, -0.40438703, 5.625526, 0.29805946, -0.091947556, 10.167727
97272891808144, 8.239685, 0.02751746, 5.5669017, -0.13736027, -0.08211136, 9.942735
97272901446686, 8.549556, 0.08255238, 5.6985073, -0.18774354, -0.010593891, 10.273234
97272911085332, 8.141579, -0.485743, 5.2666025, 0.40755868, 0.00977087, 9.700111
97272920723978, 8.537591, 0.47736812, 5.6997037, -0.5764125, 0.06733608, 10.260029
97272930362623, 8.1942215, -0.77407813, 5.2689953, 0.6985072, -0.013133049, 9.747753
97272940001269, 8.487342, 0.6089734, 5.736792, -0.7193978, 0.016125679, 10.23713
97272949639915, 8.29113, -0.80997044, 5.3204412, 0.7229448, -0.019618511, 9.858141
97272959278561, 8.364112, 0.45224348, 5.578866, -0.5405327, 0.042564392, 10.04951
97272968917207, 8.457432, -0.45583272, 5.4963136, 0.36142766, -0.0015616417, 10.090331
97272978555748, 8.2456665, 0.062213387, 5.501099, -0.1655541, -0.022791862, 9.9110565
97272988194394, 8.516056, 0.021535404, 5.666204, -0.12681794, -0.017184258, 10.228058
97272997833040, 8.152347, -0.39601216, 5.3144593, 0.31078178, -0.012087822, 9.734697
97273007471686, 8.563912, 0.45104706, 5.7463636, -0.55580044, 0.043421745, 10.307955
97273017110332, 8.218149, -0.75613195, 5.298906, 0.6780127, -0.034942627, 9.784027
97273026748978, 8.495717, 0.62811595, 5.7762737, -0.73132783, 0.018113136, 10.266542
97273036387623, 8.292327, -0.7896315, 5.326423, 0.70199084, -0.040251255, 9.862179
97273046026269, 8.367701, 0.49052864, 5.629115, -0.5936546, 0.05544758, 10.079209
97273055664915, 8.446664, -0.5180461, 5.4903316, 0.4231, -0.039045334, 10.078576
97273065303457, 8.251649, 0.096909314, 5.5501523, -0.20046127, -0.04512453, 9.94289
97273074942103, 8.537591, -0.02871387, 5.7224355, -0.0857625, -0.05649948, 10.2775
97273084580748, 8.1942215, -0.4103691, 5.4089756, 0.31255758, -0.07585573, 9.8217745
97273094219394, 8.578269, 0.37088752, 5.8169518, -0.48686838, -0.018847942, 10.35972
97273103858040, 8.213364, -0.7716853, 5.3790655, 0.66685414, -0.12770319, 9.824876
97273113496686, 8.520842, 0.5766702, 5.8672013, -0.69317585, -0.047857285, 10.33821
97273123135332, 8.310273, -0.8362915, 5.3886366, 0.73965514, -0.09442568, 9.911682
97273132773978, 8.414361, 0.49052864, 5.660222, -0.5804045, 0.04006338, 10.13616
97273142412623, 8.433503, -0.55393845, 5.4233327, 0.4728595, 0.00551033, 10.030938
97273152051165, 8.26481, 0.13280165, 5.473582, -0.2176668, 0.024270058, 9.911449
97273161689811, 8.512466, -0.062213387, 5.56092, -0.024202824, 0.045911312, 10.167944
97273171328457, 8.169097, -0.28713873, 5.2235317, 0.22073501, 0.0839448, 9.697737
97273180967103, 8.554341, 0.44626144, 5.5908303, -0.5271629, 0.13711643, 10.214529
97273190605748, 8.163115, -0.63170516, 5.1649075, 0.56246436, 0.056741238, 9.663963
97273200244394, 8.483752, 0.70348984, 5.6793647, -0.792298, 0.07115555, 10.202517
97273209883040, 8.258827, -0.73100734, 5.2307105, 0.67414814, 0.027042389, 9.779964
97273219521686, 8.38804, 0.6041877, 5.5633125, -0.68600523, 0.10797548, 10.059444
97273229160644, 8.416754, -0.53599226, 5.359923, 0.4813881, 0.04608631, 9.981179
97273238798873, 8.285149, 0.22612174, 5.5106707, -0.31144518, 0.023376942, 9.948104
97273248437623, 8.538788, -0.12921242, 5.6554365, 0.042013884, -0.03484726, 10.24249
97273258076165, 8.196614, -0.29910284, 5.4293146, 0.21101344, -0.06930828, 9.83372
97273267714811, 8.603394, 0.29671, 5.8169518, -0.40124345, -0.03233385, 10.381778
97273277353457, 8.212168, -0.7477571, 5.4388857, 0.65071976, -0.16368818, 9.85546
97273286992103, 8.572288, 0.53599226, 5.9724855, -0.6699906, -0.12987089, 10.439169
97273296630748, 8.299505, -0.87338024, 5.4687963, 0.7787454, -0.15964365, 9.945873
97273306269394, 8.405986, 0.50488555, 5.770292, -0.6240959, -0.04367447, 10.189228
97273315908040, 8.391629, -0.66999036, 5.473582, 0.5863068, -0.07604742, 10.023915
97273325546686, 8.300702, 0.20697916, 5.5657053, -0.30616862, -0.004348755, 9.991387
97273335185332, 8.530413, -0.19381863, 5.602794, 0.10397649, -0.0017066002, 10.207154
97273344823978, 8.207381, -0.2644069, 5.3240304, 0.19318545, 0.030428886, 9.784584
97273354462623, 8.569894, 0.2739782, 5.6279187, -0.34803212, 0.10275173, 10.249874
97273364101165, 8.178668, -0.65682983, 5.198407, 0.59693676, 0.032268047, 9.694746
97273373739811, 8.517252, 0.6041877, 5.71765, -0.6911049, 0.07172346, 10.252677
97273383378457, 8.2014, -0.79800636, 5.2749777, 0.7133049, -0.05619049, 9.757727
97273393017103, 8.407183, 0.62452674, 5.615955, -0.70321435, 0.08167076, 10.104877
97273402655748, 8.379665, -0.59700924, 5.316852, 0.5425041, 0.06307316, 9.927027
97273412294394, 8.289934, 0.32063824, 5.4903316, -0.39457208, 0.0558877, 9.94036
97273421933040, 8.507681, -0.1698904, 5.5704913, 0.087534904, 0.004406929, 10.170162
97273431571686, 8.203793, -0.11246266, 5.3790655, 0.041835427, 0.010692596, 9.810574
97273441210332, 8.586644, 0.31944183, 5.6985073, -0.39521623, 0.04769516, 10.302768
97273450848978, 8.163115, -0.58265233, 5.312066, 0.51881063, -0.050660133, 9.742805
97273460487623, 8.553144, 0.60059845, 5.8624153, -0.6935247, -0.050052166, 10.363466
97273470126269, 8.26481, -0.8039884, 5.413761, 0.71965724, -0.1268239, 9.885761
97273479764915, 8.452646, 0.6017949, 5.804988, -0.69193757, -0.047599792, 10.248231
97273489403561, 8.382058, -0.68075806, 5.4496536, 0.6175981, -0.045516014, 10.001879
97273499042207, 8.32463, 0.33499518, 5.619544, -0.42437065, -0.016677856, 10.040448
97273508680748, 8.496913, -0.2416751, 5.6279187, 0.16331553, -0.05153513, 10.19314
97273518319394, 8.189436, -0.13878371, 5.4628143, 0.056234837, -0.06215954, 9.84487
97273527958040, 8.571091, 0.2117648, 5.709275, -0.28971928, 0.012225151, 10.296611
97273537596686, 8.193025, -0.58983076, 5.2893343, 0.5259428, -0.0017666817, 9.755716
97273547235332, 8.605786, 0.5491528, 5.771488, -0.6243255, 0.03883028, 10.357601
97273556873978, 8.254042, -0.8207382, 5.3216376, 0.761552, -0.043435574, 9.825518
97273566512623, 8.474181, 0.61734825, 5.7020965, -0.7018144, 0.046054363, 10.208432
97273576151269, 8.376076, -0.6723832, 5.349155, 0.6241705, 0.015090466, 9.941549
97273585789915, 8.274381, 0.37567315, 5.5130634, -0.45016342, 0.035660744, 9.93964
97273595428561, 8.429914, -0.30388847, 5.477171, 0.2378698, 0.010417938, 10.054776
97273605067207, 8.166703, -0.06699903, 5.3623157, 0.005058706, 0.0076961517, 9.770051
97273614705853, 8.566305, 0.18783657, 5.5860443, -0.24401158, 0.09009409, 10.225121
97273624344498, 8.185846, -0.5491528, 5.176872, 0.5118894, 0.0706296, 9.68724
97273633983144, 8.577073, 0.55513483, 5.676972, -0.6230706, 0.08698797, 10.28137
97273643621790, 8.228917, -0.782453, 5.276174, 0.73117083, -0.04949951, 9.778971
97273653260436, 8.444271, 0.66759753, 5.7140603, -0.7520426, 0.017932415, 10.189996
97273662899082, 8.344969, -0.67836523, 5.3419766, 0.6198606, -0.004228592, 9.912172
97273672537728, 8.350951, 0.44745782, 5.569295, -0.5165482, 0.041388035, 10.034298
97273682176373, 8.463413, -0.30149564, 5.5669017, 0.23774058, -0.050973892, 10.131709
97273691815019, 8.213364, 0.009571291, 5.4987063, -0.081771016, -0.064423084, 9.883539
97273701453665, 8.571091, 0.16749759, 5.741578, -0.24133861, -0.035691738, 10.314934
97273711092311, 8.182257, -0.4977071, 5.3515477, 0.4345652, -0.06907606, 9.779698
97273720730957, 8.583055, 0.53359944, 5.820541, -0.6152947, -0.00548172, 10.365985
97273730369603, 8.222935, -0.7645068, 5.383851, 0.7037452, -0.11891508, 9.832476
97273740008144, 8.495717, 0.63529444, 5.820541, -0.7253783, -0.040834904, 10.292311
97273749646790, 8.366505, -0.7609176, 5.40419, 0.711341, -0.06350756, 9.963565
97273759285436, 8.386844, 0.4426722, 5.6075797, -0.51153946, 0.0305686, 10.085506
97273768924082, 8.483752, -0.38404804, 5.5274205, 0.3296584, -0.02218771, 10.127426
97273778562728, 8.220542, 0.02632105, 5.477171, -0.09718263, -0.035278797, 9.877586
97273788201373, 8.549556, 0.11006984, 5.65424, -0.17403376, 0.01139164, 10.249247
97273797840019, 8.187042, -0.4127619, 5.2462635, 0.37033135, 0.03927183, 9.725361
97273807478665, 8.566305, 0.5312066, 5.6817575, -0.5921134, 0.08672094, 10.275602
97273817117311, 8.187042, -0.72023964, 5.2462635, 0.66705287, -0.030786037, 9.727475
97273826755957, 8.483752, 0.6987042, 5.716453, -0.77334946, 0.032405376, 10.224527
97273836394603, 8.318648, -0.695115, 5.2701917, 0.6641735, 0.040168762, 9.849633
97273846033248, 8.343773, 0.5168497, 5.535795, -0.57565516, 0.07488537, 10.009683
97273855671894, 8.433503, -0.40558344, 5.4520464, 0.35165477, 0.005311966, 10.044382
97273865310540, 8.230113, 0.12323037, 5.4580283, -0.17970282, -9.1838837E-4, 9.8746
97273874949186, 8.554341, 0.076570325, 5.6482577, -0.13730448, 0.010121822, 10.250194
97273884587832, 8.183454, -0.4235296, 5.3108697, 0.37331283, -0.015998363, 9.757767
97273894226478, 8.592627, 0.36729828, 5.7762737, -0.434327, -0.010331631, 10.351074
97273903865123, 8.34138, -0.23330021, 5.554938, 0.15775925, -0.088943005, 10.022855
97273913503769, 8.405986, -0.09212367, 5.6614184, 0.013009429, -0.10806179, 10.13454
97273923142415, 8.377272, -0.11844472, 5.6075797, 0.0467031, -0.084515095, 10.081087
97273932781061, 8.385647, -0.11006984, 5.5968122, 0.041086197, -0.06751776, 10.082125
97273942419707, 8.390432, -0.09930214, 5.578866, 0.033070803, -0.047425747, 10.076191
97273952058353, 8.386844, -0.09451649, 5.56092, 0.028931439, -0.034530163, 10.063294
97273961696998, 8.396415, -0.06460621, 5.528617, 0.0049515367, 0.0021381378, 10.053335
97273971335644, 8.374879, -0.0634098, 5.49751, 0.0067679286, 0.016245365, 10.01823
97273980974290, 8.390432, -0.062213387, 5.491528, 0.007056117, 0.026398182, 10.027929
97273990612936, 8.411968, -0.07058827, 5.5106707, 0.01422286, 0.020645142, 10.056494
97274000251582, 8.38804, -0.034695927, 5.5046883, -0.021558046, 0.017448425, 10.033009
97274009890228, 8.374879, -0.021535404, 5.4867425, -0.033016264, 0.027367592, 10.012072
97274019528873, 8.368897, -0.019142581, 5.4867425, -0.034181714, 0.023476124, 10.007069
97274029167519, 8.364112, -0.016749758, 5.4819565, -0.034245074, 0.024071217, 10.000437
97274038806165, 8.365308, 0.0, 5.4783673, -0.0486207, 0.02948618, 9.999382
97274048444811, 8.356933, -0.008374879, 5.49751, -0.04294586, 0.007063389, 10.002956
97274058083457, 8.379665, -0.031106694, 5.4999027, -0.018449426, 0.012402058, 10.023384
97274067722103, 8.407183, -0.029910283, 5.528617, -0.0229007, 0.003317356, 10.062141
97274077360748, 8.411968, -0.041874398, 5.528617, -0.010679781, 0.0039029121, 10.066203
97274086999498, 8.408379, -0.07058827, 5.5250273, 0.016883552, 5.2452087E-5, 10.061385
97274096638144, 8.397611, -0.08255238, 5.505885, 0.029764056, 0.008123398, 10.041938
97274106276790, 8.355737, -0.07537391, 5.503492, 0.017397821, -0.011422634, 10.0056
97274115915436, 8.360522, -0.0741775, 5.49751, 0.017214298, -0.0035881996, 10.006306
97274125554082, 8.356933, -0.086141616, 5.4795637, 0.03135425, 0.0070142746, 9.993513
97274135192728, 8.3377905, -0.07058827, 5.477171, 0.014474928, 0.002418518, 9.976117
97274144831373, 8.392825, -0.069391854, 5.4759746, 0.0186432, 0.033411503, 10.021435
97274154470019, 8.385647, -0.08135597, 5.508278, 0.025144815, 0.0015044212, 10.033255
97274164108665, 8.394022, -0.083748795, 5.5190454, 0.026955247, -0.002822876, 10.046181
97274173747311, 8.419147, -0.07537391, 5.538188, 0.018226862, -0.0022230148, 10.077644
97274183385957, 8.398808, -0.0741775, 5.5669017, 0.01077646, -0.033938408, 10.076438
97274193024603, 8.384451, -0.062213387, 5.5716877, -0.002735436, -0.04169798, 10.067018
97274202663248, 8.361719, -0.05623133, 5.5800624, -0.012193739, -0.059698105, 10.052606
97274212301894, 8.365308, -0.047856454, 5.6039906, -0.022912145, -0.07428837, 10.068731
97274221940540, 8.349754, -0.043070808, 5.568098, -0.021781385, -0.05112219, 10.035978
97274231579186, 8.3784685, -0.032303106, 5.5393844, -0.022635043, -0.00803709, 10.044103
97274241217832, 8.382058, -0.032303106, 5.5310097, -0.020279646, 9.331703E-4, 10.042489
97274250856478, 8.385647, -0.039481573, 5.515456, -0.010650694, 0.014616013, 10.03696
97274260495123, 8.37129, -0.039481573, 5.5130634, -0.011044145, 0.009170532, 10.023658
97274270133769, 8.384451, -0.062213387, 5.5250273, 0.0101953745, 0.0026988983, 10.041349
97274279772415, 8.392825, -0.06460621, 5.535795, 0.011750162, -0.0020694733, 10.054281
97274289411061, 8.384451, -0.046660043, 5.5513487, -0.011196911, -0.016386032, 10.0557575
97274299049811, 8.3784685, -0.046660043, 5.564509, -0.013896823, -0.030722618, 10.058008
97274308688457, 8.373683, -0.047856454, 5.556134, -0.012164831, -0.026761055, 10.049408
97274318327103, 8.374879, -0.04426722, 5.556134, -0.015568495, -0.02543068, 10.050387
97274327965748, 8.365308, -0.051445685, 5.5334024, -0.0049916506, -0.013658047, 10.029923
97274337604394, 8.376076, -0.05503492, 5.5190454, 0.00198251, 0.003227234, 10.031029
97274347243040, 8.370093, -0.07298109, 5.49751, 0.022735953, 0.0144200325, 10.014275
97274356881686, 8.362915, -0.096909314, 5.4987063, 0.044813037, 0.0054860115, 10.00907
97274366520332, 8.370093, -0.09810573, 5.4783673, 0.049533308, 0.026405334, 10.003872
97274376158978, 8.373683, -0.09212367, 5.483153, 0.042278945, 0.025675297, 10.009474
97274385797623, 8.3784685, -0.09571291, 5.501099, 0.04116714, 0.012787819, 10.023379
97274395436269, 8.398808, -0.08135597, 5.523831, 0.025555074, 0.0075149536, 10.052789
97274405074915, 8.385647, -0.07058827, 5.523831, 0.012791812, 0.002775669, 10.041742
97274414713561, 8.385647, -0.051445685, 5.535795, -0.008086681, -0.0024561882, 10.048218
97274424352207, 8.353344, -0.05742774, 5.541777, -0.00571692, -0.024959087, 10.024584
97274433990853, 8.372486, -0.076570325, 5.517849, 0.0194785, 0.0021739006, 10.027495
97274443629603, 8.394022, -0.05742774, 5.4867425, 0.008886576, 0.04371786, 10.028223
97274453268248, 8.400003, -0.02632105, 5.4759746, -0.018222153, 0.062458992, 10.027103
97274462906894, 8.379665, -0.0047856453, 5.495117, -0.04425174, 0.040377617, 10.0205555
97274472545540, 8.364112, 0.0059820567, 5.534599, -0.061921835, 0.0017681122, 10.029275
97274482184186, 8.347362, -0.008374879, 5.5537415, -0.050857484, -0.024188995, 10.025936
97274491822832, 8.338987, 0.0011964113, 5.5633125, -0.05872637, -0.0294137, 10.024213
97274501461478, 8.3581295, -0.0071784677, 5.575277, -0.05049157, -0.03045559, 10.046823
97274511100123, 8.366505, -0.015553347, 5.5836515, -0.04109621, -0.030117035, 10.058491
97274520738769, 8.397611, -0.029910283, 5.582455, -0.023485899, -0.015268326, 10.0838375
97274530377415, 8.373683, -0.019142581, 5.576473, -0.03562385, -0.019012928, 10.060535
97274540016061, 8.353344, -0.019142581, 5.5908303, -0.03944856, -0.042221546, 10.051506
97274549654811, 8.379665, -0.047856454, 5.5836515, -0.0072163343, -0.02622509, 10.069633
97274559293457, 8.372486, -0.04546363, 5.5776696, -0.009207904, -0.024841785, 10.060332
97274568932103, 8.364112, -0.058624156, 5.548956, 0.0069838166, -0.007622719, 10.0375595
97274578570748, 8.362915, -0.05623133, 5.5405807, 0.0052099824, -3.247261E-4, 10.031925
97274588209394, 8.35454, -0.086141616, 5.528617, 0.033128083, 9.293556E-4, 10.018497
97274597848040, 8.350951, -0.106480606, 5.528617, 0.052885473, -0.0043520927, 10.015614
97274607486686, 8.3784685, -0.10767702, 5.5405807, 0.05043322, 9.4509125E-4, 10.045189
97274617125332, 8.374879, -0.10289137, 5.548956, 0.042064786, -0.0069184303, 10.046804
97274626763978, 8.386844, -0.10289137, 5.554938, 0.040681064, -0.0052871704, 10.06009
97274636402623, 8.392825, -0.08015956, 5.535795, 0.02152419, 0.017495155, 10.054363
97274646041373, 8.3581295, -0.07537391, 5.5298133, 0.013725579, 0.0041561127, 10.022107
97274655680019, 8.343773, -0.05742774, 5.5070815, -0.0018541217, 0.017166138, 9.997474
97274665318665, 8.364112, -0.058624156, 5.49751, 0.002395451, 0.03563404, 10.009153
97274674957311, 8.360522, -0.05383851, 5.491528, -7.2330236E-4, 0.039292336, 10.002829
97274684595957, 8.349754, -0.04426722, 5.491528, -0.011132956, 0.035214424, 9.993792
97274694234603, 8.344969, -0.040677983, 5.534599, -0.020771265, -0.0021514893, 10.013567
97274703873248, 8.353344, -0.04426722, 5.562116, -0.019764185, -0.01930809, 10.035771
97274713511894, 8.361719, -0.032303106, 5.5920267, -0.035091758, -0.037302017, 10.059202
97274723150540, 8.376076, -0.062213387, 5.5920267, -0.0041935444, -0.032978058, 10.071355
97274732789290, 8.379665, -0.062213387, 5.588437, -0.002293408, -0.026432991, 10.072369
97274742427936, 8.376076, -0.06819545, 5.6075797, 2.091527E-4, -0.043836594, 10.079997
97274752066582, 8.380861, -0.07776674, 5.588437, 0.013140142, -0.026211262, 10.0734625
97274761705228, 8.382058, -0.0634098, 5.575277, 3.8707256E-4, -0.0122795105, 10.0671
97274771343873, 8.356933, -0.061016977, 5.5573306, -0.0015013814, -0.0108213425, 10.036228
97274780982519, 8.352147, -0.0526421, 5.5633125, -0.011891723, -0.017454624, 10.035494
97274790621165, 8.350951, -0.0526421, 5.5513487, -0.010826826, -0.009063244, 10.027883
97274800259811, 8.348558, -0.058624156, 5.5405807, -0.004185021, -0.0028095245, 10.019974
97274809898457, 8.35454, -0.061016977, 5.5226345, 7.698536E-4, 0.015106201, 10.015056
97274819537103, 8.328219, -0.07058827, 5.523831, 0.0070084333, -9.832382E-4, 9.993843
97274829175853, 8.343773, -0.086141616, 5.5310097, 0.021916628, -6.494522E-4, 10.010873
97274838814498, 8.356933, -0.086141616, 5.5429735, 0.020312369, -0.003019333, 10.028454
97274848453144, 8.402397, -0.09092726, 5.541777, 0.02803874, 0.022526264, 10.065712
97274858091790, 8.4012, -0.06580263, 5.56092, 3.170967E-5, 0.01004076, 10.075129
97274867730436, 8.386844, -0.0741775, 5.56092, 0.007411301, 8.406639E-4, 10.063221
