timestamp_acc,device_acc_x,device_acc_y,device_acc_z,earth_acc_x,earth_acc_y,earth_acc_z
1134190256012870, 6.355337, -1.4727824, 7.578069, 0.06231302, -0.05097866, 9.999003
1134190265652141, 6.323034, -1.4967105, 7.6067834, 0.08261567, -0.09283209, 10.003429
1134190275291412, 6.289534, -1.4991034, 7.624729, 0.082072794, -0.12620115, 9.995968
1134190284930631, 6.2715883, -1.5349957, 7.652247, 0.111189425, -0.1527896, 10.010506
1134190294569850, 6.2787666, -1.5194423, 7.719246, 0.082173586, -0.18433237, 10.063679
1134190304209120, 6.279963, -1.5110675, 7.7407813, 0.07092029, -0.19723606, 10.079535
1134190313848391, 6.3182483, -1.5290136, 7.7443705, 0.08082181, -0.16549397, 10.109375
1134190323487610, 6.3361945, -1.524228, 7.735996, 0.07537413, -0.13835335, 10.113924
1134190333126829, 6.375676, -1.5146568, 7.685746, 0.06860316, -0.07433796, 10.099698
1134190342766100, 6.4008007, -1.5110675, 7.6594253, 0.064355254, -0.038898468, 10.095282
1134190352405318, 6.4031935, -1.5014962, 7.611569, 0.057641506, -0.0073599815, 10.059225
1134190362044537, 6.422336, -1.5074782, 7.530213, 0.0723601, 0.059351444, 10.010708
1134190371683808, 6.4175506, -1.4979069, 7.4907312, 0.064741254, 0.0795455, 9.976434
1134190381323079, 6.437889, -1.4835501, 7.496713, 0.039676487, 0.08477306, 9.991961
1134190390962297, 6.454639, -1.4500505, 7.476374, 0.007707119, 0.11129475, 9.98242
1134190400601516, 6.474978, -1.4237294, 7.4536424, -0.018882155, 0.13837385, 9.974449
1134190410240787, 6.501299, -1.4057833, 7.4033933, -0.028919458, 0.18872452, 9.950723
1134190419880006, 6.5168524, -1.3722838, 7.4105716, -0.061739266, 0.19403505, 9.9613085
1134190429519225, 6.5048885, -1.3770695, 7.440482, -0.0592376, 0.16082144, 9.977039
1134190439158495, 6.506085, -1.3686945, 7.4679995, -0.06667954, 0.13713789, 9.997511
1134190448797766, 6.495317, -1.3854443, 7.5110703, -0.05421573, 0.10097504, 10.02555
1134190458436985, 6.4642105, -1.3914263, 7.5493555, -0.04790789, 0.051384926, 10.035433
1134190468076204, 6.4067826, -1.3986049, 7.5457664, -0.03586054, 0.009759426, 9.997008
1134190477715475, 6.40439, -1.4297116, 7.5637126, -0.006204188, -0.0023832321, 10.013491
1134190487354745, 6.384051, -1.5050855, 7.5924263, 0.06739801, -0.03258562, 10.032982
1134190496993964, 6.410372, -1.5038891, 7.629515, 0.059613645, -0.03642702, 10.077658
1134190506633183, 6.4343, -1.4727824, 7.629515, 0.026247978, -0.01372385, 10.088504
1134190516272454, 6.4199433, -1.4787644, 7.6606216, 0.030267596, -0.044688225, 10.103693
1134190525911672, 6.4414787, -1.4500505, 7.6606216, 6.0105324E-4, -0.027058125, 10.113341
1134190535550891, 6.4474607, -1.4452649, 7.665407, -0.0022013187, -0.02338314, 10.120102
1134190545190162, 6.418747, -1.4416757, 7.6546397, -0.0027592182, -0.038347244, 10.093105
1134190554829433, 6.4211397, -1.4069797, 7.6749787, -0.0393759, -0.04710436, 10.105055
1134190564468652, 6.401997, -1.3878372, 7.6534433, -0.053846, -0.045730114, 10.073821
1134190574107870, 6.3828545, -1.3818551, 7.63789, -0.0561136, -0.049554825, 10.0489855
1134190583747141, 6.401997, -1.3818551, 7.605587, -0.052557945, -0.014485836, 10.036786
1134190593386360, 6.4175506, -1.3770695, 7.584051, -0.05519551, 0.009777546, 10.029753
1134190603025579, 6.4558353, -1.3663018, 7.60439, -0.07134771, 0.02615118, 10.068047
1134190612664850, 6.512067, -1.3495519, 7.611569, -0.09184939, 0.063884735, 10.107016
1134190622304120, 6.5551376, -1.3040884, 7.62114, -0.14013344, 0.08890438, 10.135321
1134190631943339, 6.580262, -1.294517, 7.643872, -0.15116334, 0.092056274, 10.167255
1134190641582558, 6.582655, -1.3172488, 7.6343007, -0.1217159, 0.10018587, 10.164851
1134190651221829, 6.5647087, -1.3339987, 7.6199436, -0.0984416, 0.09317732, 10.144957
1134190660861100, 6.506085, -1.3615161, 7.5996046, -0.06307292, 0.059054375, 10.096008
1134190670500318, 6.452246, -1.4057833, 7.5517483, -0.01418227, 0.046744823, 10.03166
1134190680139537, 6.4091754, -1.4117653, 7.568498, -0.013235688, 0.002851963, 10.017614
1134190689778808, 6.3696938, -1.4524434, 7.6019974, 0.024059653, -0.05098152, 10.023462
1134190699418027, 6.3684974, -1.4811572, 7.5529447, 0.054488063, -0.021883488, 9.98975
1134190709057245, 6.3361945, -1.4524434, 7.5553374, 0.022154212, -0.04608488, 9.96682
1134190718696516, 6.3589263, -1.4584254, 7.568498, 0.025411963, -0.037370205, 9.992151
1134190728335787, 6.3421764, -1.463211, 7.5625157, 0.033177137, -0.048380375, 9.977594
1134190737975006, 6.3457656, -1.4835501, 7.5469627, 0.058419704, -0.03840065, 9.97103
1134190747614225, 6.361319, -1.4847465, 7.515856, 0.06315231, -0.0065221786, 9.957656
1134190757253495, 6.346962, -1.5050855, 7.5314093, 0.08096945, -0.02900362, 9.963129
1134190766892766, 6.3290157, -1.5421742, 7.560123, 0.1107105, -0.06357813, 9.978673
1134190776531985, 6.296713, -1.5732809, 7.5493555, 0.13725209, -0.079235554, 9.954471
1134190786171204, 6.3457656, -1.5732809, 7.537391, 0.13762999, -0.032762527, 9.976785
1134190795810475, 6.3828545, -1.524228, 7.560123, 0.079422, -0.011179447, 10.010652
1134190805449693, 6.411568, -1.5326029, 7.5673018, 0.08533907, 0.0056085587, 10.035627
1134190815088912, 6.439086, -1.4919249, 7.6163545, 0.03835213, -0.0017080307, 10.084396
1134190824728183, 6.445068, -1.4524434, 7.6426754, 0.0023419857, -0.013764858, 10.102415
1134190834367454, 6.4666033, -1.4189439, 7.643872, -0.028580248, 0.0026483536, 10.112286
1134190844006672, 6.492924, -1.4081762, 7.6630144, -0.040724635, 0.010010242, 10.142044
1134190853645891, 6.4965134, -1.410569, 7.648658, -0.036880255, 0.02194643, 10.133831
1134190863285162, 6.491728, -1.3794622, 7.652247, -0.06698358, 0.016896248, 10.129047
1134190872924381, 6.5108705, -1.3651053, 7.6390862, -0.08195555, 0.039832115, 10.129279
