timestamp_acc,device_acc_x,device_acc_y,device_acc_z,earth_acc_x,earth_acc_y,earth_acc_z
187140795073668, -7.5529447, 0.44506502, 6.2440705, -0.014855668, 0.0273695, 9.809817
187140804713147, -7.5493555, 0.45822555, 6.245267, -0.0025771111, 0.02404213, 9.808439
187140814352627, -7.5385876, 0.44985065, 6.235696, -0.009912789, 0.024720192, 9.793664
187140823992106, -7.5290165, 0.47736812, 6.227321, 0.016777873, 0.024661541, 9.782261
187140833631585, -7.5230346, 0.48933223, 6.186643, 0.029456317, 0.05172634, 9.752256
187140843271064, -7.496713, 0.49172506, 6.1531434, 0.031806022, 0.05825615, 9.710781
187140852910543, -7.466803, 0.50009996, 6.1675005, 0.04012069, 0.028085709, 9.697367
187140862550022, -7.4715886, 0.46899325, 6.1698933, 0.008789241, 0.027734756, 9.701099
187140872189502, -7.4847493, 0.45942193, 6.218946, -0.002695173, -0.0030703545, 9.742064
187140881829085, -7.5026956, 0.4331009, 6.236892, -0.028802425, -0.006606102, 9.766064
187140891468564, -7.578069, 0.4319045, 6.2309103, -0.028041288, 0.045143604, 9.820139
187140901108043, -7.5936227, 0.465404, 6.2679987, 0.0035149455, 0.02618599, 9.857324
187140910747522, -7.5696945, 0.4749753, 6.317052, 0.013016611, -0.027115822, 9.87067
187140920387002, -7.542177, 0.47856453, 6.3385873, 0.016093224, -0.061377525, 9.863422
187140930026481, -7.521838, 0.4869394, 6.35773, 0.023858696, -0.088330746, 9.860401
187140939665960, -7.466803, 0.48095736, 6.3792653, 0.017787337, -0.13846445, 9.831583
187140949305439, -7.4775705, 0.46779683, 6.35773, 0.004566431, -0.10980034, 9.825558
187140958944918, -7.48116, 0.43429732, 6.300302, -0.02604878, -0.06287432, 9.790074
187140968584397, -7.5493555, 0.41874397, 6.2440705, -0.04055828, 0.02667141, 9.805823
187140978223981, -7.624729, 0.4127619, 6.1830535, -0.045463398, 0.12190008, 9.824463
187140987863460, -7.658229, 0.44865423, 6.1734824, -0.0072149634, 0.1442151, 9.845852
187140997502939, -7.6462646, 0.44745782, 6.186643, -0.010497913, 0.12634516, 9.845001
187141007142418, -7.6031938, 0.4438686, 6.1998034, -0.012562901, 0.08396578, 9.820181
187141016781897, -7.576873, 0.45822555, 6.196214, 0.0028755963, 0.065876484, 9.798352
187141026421377, -7.5062847, 0.47976094, 6.1603217, 0.02449426, 0.045907497, 9.722208
187141036060856, -7.446464, 0.45822555, 6.1244297, 0.006280482, 0.035663605, 9.652311
187141045700335, -7.429714, 0.46301118, 6.0933228, 0.008820176, 0.051331997, 9.619819
187141055339814, -7.4452677, 0.47736812, 6.122037, 0.021211386, 0.03896904, 9.650765
187141064979293, -7.4536424, 0.4989035, 6.2009997, 0.039950848, -0.017107964, 9.708564
187141074618877, -7.4823565, 0.49172506, 6.290731, 0.027600348, -0.067703724, 9.787513
187141084258356, -7.5349984, 0.4833502, 6.3361945, 0.018143952, -0.06967068, 9.856571
187141093897835, -7.5493555, 0.48215377, 6.3493547, 0.020854086, -0.07153368, 9.875929
187141103537314, -7.5589266, 0.4749753, 6.3601227, 0.013710439, -0.072188854, 9.889829
187141113176793, -7.5661054, 0.4941179, 6.3960147, 0.0313963, -0.09548712, 9.919124
187141122816272, -7.5589266, 0.4761717, 6.375676, 0.013736755, -0.07900286, 9.899845
187141132455752, -7.5637126, 0.4869394, 6.3326054, 0.025748491, -0.042356968, 9.876553
187141142095231, -7.548159, 0.44626144, 6.24766, -0.010530859, 0.01390934, 9.808507
187141151734710, -7.556534, 0.45583272, 6.1938214, 9.698272E-4, 0.059230328, 9.781049
187141161374293, -7.5314093, 0.45583272, 6.192625, 0.0012552738, 0.03930521, 9.760993
187141171013772, -7.499106, 0.46061835, 6.204589, 0.0057638288, 0.0078139305, 9.744003
187141180653252, -7.5062847, 0.45224348, 6.175875, -0.0016164184, 0.034745216, 9.73083
187141190292731, -7.519445, 0.44027936, 6.1770716, -0.014311135, 0.043525696, 9.741151
187141199932210, -7.5517483, 0.424726, 6.204589, -0.031842798, 0.043518066, 9.782807
187141209571689, -7.578069, 0.41754755, 6.181857, -0.037358016, 0.07963753, 9.788212
187141219211168, -7.5792656, 0.41635114, 6.1854467, -0.03759548, 0.077264786, 9.791374
187141228850647, -7.5732837, 0.43070808, 6.2105713, -0.02473092, 0.05356598, 9.803461
187141238490127, -7.600801, 0.41754755, 6.1902323, -0.03527695, 0.08511639, 9.811067
187141248129606, -7.611569, 0.41635114, 6.1734824, -0.035686284, 0.10485983, 9.808616
187141257769085, -7.618747, 0.4223332, 6.186643, -0.030151963, 0.097372055, 9.822823
187141267408668, -7.59123, 0.41754755, 6.2009997, -0.035018384, 0.06547785, 9.810608
187141277048147, -7.5517483, 0.44745782, 6.1998034, -0.0045485497, 0.040122986, 9.780851
187141286687627, -7.509874, 0.45702913, 6.2201424, 0.0033698082, -0.0035057068, 9.762031
187141296327106, -7.513463, 0.46301118, 6.245267, 0.007604748, -0.020066261, 9.781074
