timestamp_acc,device_acc_x,device_acc_y,device_acc_z,earth_acc_x,earth_acc_y,earth_acc_z
256498518370232, -0.29790643, 7.259824, 6.5431733, 0.05860734, 0.0236516, 9.777674
256498528009607, -0.36490545, 7.2442703, 6.7034926, -0.06501508, -0.052092075, 9.87636
256498537648982, -0.39601216, 7.26102, 6.7501526, -0.10298991, -0.053253174, 9.921207
256498547288461, -0.39720857, 7.2729845, 6.735796, -0.09417629, -0.03655672, 9.9204235
256498556927836, -0.3900301, 7.251449, 6.6855464, -0.077968836, -0.0189085, 9.870449
256498566567211, -0.3804588, 7.257431, 6.6089764, -0.03939724, 0.028485298, 9.822996
256498576206691, -0.3900301, 7.2789664, 6.558727, -0.020514965, 0.07758999, 9.805404
256498585846066, -0.40558344, 7.2825556, 6.5539412, -0.030864239, 0.08853102, 9.80538
256498595485545, -0.40797627, 7.318448, 6.751349, -0.09143615, -0.017127514, 9.964848
256498605124920, -0.41635114, 7.399804, 6.8051877, -0.087758064, -0.0015063286, 10.061478
256498614764295, -0.3290131, 7.4356966, 6.873383, -0.02641344, -0.06918478, 10.130929
256498624403774, -0.21415763, 7.4620175, 6.8542404, 0.08451629, -0.10125542, 10.133648
256498634043149, -0.22372891, 7.399804, 6.7968125, 0.07060003, -0.09340906, 10.049383
256498643682628, -0.27158538, 7.3399835, 6.6915283, 0.03968072, -0.036349297, 9.935934
256498653322003, -0.28235307, 7.30768, 6.6017976, 0.051730394, 0.008691311, 9.852051
256498662961378, -0.32303107, 7.268199, 6.546763, 0.022562504, 0.040164948, 9.7871895
256498672600857, -0.38763726, 7.2490563, 6.4905314, -0.017927408, 0.096497536, 9.737373
256498682240232, -0.30987054, 7.2550383, 6.6652074, -0.016125917, -0.06043148, 9.856606
256498691879607, -0.36610186, 7.280163, 6.4331036, 0.03382349, 0.13147736, 9.721172
256498701519086, -0.37686956, 7.361519, 6.364908, 0.079678774, 0.21976137, 9.736088
256498711158461, -0.34217364, 7.3052874, 6.5084777, 0.03252864, 0.07513046, 9.789682
256498720797836, -0.42711884, 7.331609, 6.5958157, -0.062189102, 0.078276634, 9.870647
256498730437316, -0.39960137, 7.361519, 6.7334027, -0.07902861, -0.007786751, 9.984188
256498740076691, -0.3912265, 7.32443, 6.802795, -0.10947466, -0.07776928, 10.0030155
256498749716170, -0.40797627, 7.3160553, 6.769295, -0.11373091, -0.053083897, 9.974905
256498759355545, -0.39960137, 7.2993054, 6.71426, -0.09044838, -0.03203535, 9.9253025
256498768994920, -0.3900301, 7.308877, 6.695118, -0.0703063, -0.020474434, 9.919226
256498778634399, -0.37806597, 7.342376, 6.695118, -0.047688723, -0.007886887, 9.9436245
256498788273774, -0.3505485, 7.32443, 6.678368, -0.025948286, -0.021940231, 9.918144
256498797913253, -0.23090738, 7.353144, 6.613762, 0.10757923, -0.025880337, 9.892
256498807552628, -0.2416751, 7.2969127, 6.582655, 0.08275652, -0.034700394, 9.8298855
256498817192003, -0.25603202, 7.3292155, 6.506085, 0.10847139, 0.039961815, 9.802996
256498826831482, -0.25722843, 7.274181, 6.5647087, 0.067023754, -0.028624058, 9.801527
256498836470857, -0.27517462, 7.2993054, 6.5347986, 0.07044721, 0.009947777, 9.80072
256498846110232, -0.3505485, 7.280163, 6.5276203, 9.856224E-4, 0.04135418, 9.784261
256498855749711, -0.43669012, 7.2550383, 6.4977098, -0.07284093, 0.08769798, 9.748513
256498865389086, -0.4833502, 7.2693954, 6.411568, -0.07703185, 0.17393875, 9.703079
256498875028566, -0.37806597, 7.298109, 6.3565335, 0.042476177, 0.1666193, 9.684073
256498884667941, -0.26919255, 7.338787, 6.390033, 0.13809204, 0.11302233, 9.732981
256498894307316, -0.24047868, 7.359126, 6.5407805, 0.1117785, 0.009894848, 9.848036
256498903946795, -0.27517462, 7.3268228, 6.6759753, 0.01888752, -0.07664633, 9.9156685
256498913586170, -0.2847459, 7.3268228, 6.748956, -0.01679182, -0.11887264, 9.964808
256498923225545, -0.27038896, 7.3304124, 6.798009, -0.022803783, -0.15331316, 9.999848
256498932865024, -0.2620141, 7.3782687, 6.7633133, 0.011981726, -0.10440016, 10.011936
256498942504399, -0.30388847, 7.3806615, 6.707082, -0.0013906956, -0.04487896, 9.9774475
256498952143878, -0.3385844, 7.3974113, 6.631708, -1.232624E-4, 0.030744553, 9.940571
256498961783253, -0.33260235, 7.405786, 6.5347986, 0.04424429, 0.091843605, 9.881777
256498971422628, -0.25962126, 7.4045897, 6.4534426, 0.1364758, 0.10361338, 9.8241005
256498981062107, -0.2213361, 7.4129643, 6.439086, 0.17566085, 0.09458542, 9.819524
256498990701482, -0.35294133, 7.331609, 6.5048885, 0.0048844814, 0.07482386, 9.807394
256499000340857, -0.37447673, 7.331609, 6.5946193, -0.047107935, 0.028655529, 9.868063
256499009980336, -0.28594232, 7.3543406, 6.698707, -0.001537323, -0.07329655, 9.951653
256499019619711, -0.2883351, 7.402197, 6.7573314, -0.006610632, -0.08212423, 10.0264845
256499029259191, -0.3397808, 7.3974113, 6.74776, -0.048999786, -0.051630974, 10.0182
256499038898566, -0.39361933, 7.359126, 6.748956, -0.109660625, -0.04522133, 9.992297
256499048537941, -0.37088752, 7.368697, 6.6891356, -0.06515932, -0.016263485, 9.958678
256499058177420, -0.31226337, 7.361519, 6.593423, 0.017255783, 0.011732101, 9.88748
256499067816795, -0.28115666, 7.347162, 6.4869423, 0.075997114, 0.054306984, 9.804668
256499077456170, -0.29312077, 7.331609, 6.3601227, 0.10492873, 0.13037968, 9.70884
