timestamp_acc,device_acc_x,device_acc_y,device_acc_z,earth_acc_x,earth_acc_y,earth_acc_z
777660394739276, 0.78843504, 3.4109688, 9.336794, 0.018855095, -0.05036688, 9.971416
777660404379276, 0.8147561, 3.3918262, 9.317652, 0.0010683537, -0.024026632, 9.949188
777660414019380, 0.8530413, 3.3954153, 9.297313, -0.037115097, -0.009359598, 9.934539
777660423659380, 0.86859465, 3.4085758, 9.339187, -0.04478717, -1.06573105E-4, 9.979543
777660433299484, 0.8279166, 3.400201, 9.381062, 0.0042579174, -0.0062787533, 10.012547
777660442939484, 0.82911307, 3.367898, 9.390633, 0.02085948, 0.021600723, 10.010657
777660452579588, 0.8171489, 3.3786657, 9.397811, 0.027004719, 0.006516218, 10.0200405
777660462219692, 0.8147561, 3.4013975, 9.393025, 0.01670885, -0.015306473, 10.023061
777660471859692, 0.79441714, 3.377469, 9.406186, 0.04914832, -0.003022194, 10.025583
777660481499796, 0.81595254, 3.397808, 9.373882, 0.013358116, -0.016229868, 10.004005
777660491139796, 0.8602197, 3.406183, 9.336794, -0.037213564, -0.0078032017, 9.975787
777660500779901, 0.86141616, 3.4193435, 9.37149, -0.035880327, -0.009446859, 10.012863
777660510419901, 0.83988076, 3.3918262, 9.390633, 0.0017170906, 0.006239176, 10.019672
777660520060005, 0.83389866, 3.365505, 9.379865, 0.017909527, 0.02269268, 10.000152
777660529700005, 0.8542377, 3.3834512, 9.353543, -0.013573647, 0.013305664, 9.983282
777660539340109, 0.8566305, 3.397808, 9.355937, -0.021297455, 0.0041074753, 9.990597
777660548980213, 0.85902333, 3.3918262, 9.38465, -0.011416197, 0.016708374, 10.01567
777660558620213, 0.8386843, 3.400201, 9.413364, 0.008729696, 0.005610943, 10.043709
777660568260317, 0.85184485, 3.418147, 9.442079, -0.0046668053, 0.0050468445, 10.077806
777660577900317, 0.84347, 3.4277184, 9.450453, 8.273125E-5, -0.005009651, 10.088196
777660587540421, 0.83389866, 3.4133615, 9.434899, 0.009528637, 0.0011768341, 10.067951
777660597180421, 0.8147561, 3.4205399, 9.352347, 0.0022571087, -0.03531766, 9.991449
