,original_x,original_y
0,0.0,0.01015098033427113
1,0.009382999999999697,0.5728898728340208
2,0.02108791699999557,1.1484625544689198
3,0.028132542000001592,1.7277873862897797
4,0.039528291999999965,2.301681212825381
5,0.048516249999998706,2.860994530653589
6,0.060287125000002106,3.3967460217789753
7,0.06842950000000059,3.900254486506591
8,0.08118133400000005,4.363266252031701
9,0.09044308400000034,4.778076202751733
10,0.10181433399999662,5.137640675288462
11,0.11032658399999917,5.435680583921313
12,0.12205404200000203,5.666773288731616
13,0.12946374999999932,5.826431887044366
14,0.1412112499999978,5.911170796210141
15,0.15067045899999698,5.918556699593806
16,0.16247429199999885,5.84724414478633
17,0.17049445899999682,5.6969953102931585
18,0.18264129199999957,5.468683690890909
19,0.1910485840000007,5.164281689000027
20,0.20242295899999618,4.786832336265676
21,0.21153695900000002,4.340405602551741
22,0.2239694999999955,3.830039975272656
23,0.23099824999999896,3.2616702070672883
24,0.24200370900000223,2.642042331073923
25,0.2515337919999965,1.9786172275229974
26,0.2624423339999993,1.2794641903078738
27,0.2695779589999958,0.5531460852044017
28,0.27957795900000093,-0.19140218959929733
29,0.2826099589999984,-0.9450001367532027
30,0.2902940419999993,-1.6983511166947025
31,0.3002940419999973,-2.4421729200469033
32,0.30379370899999714,-3.167327537555723
33,0.31130883400000187,-3.864948228581609
34,0.32323912599999716,-4.52656203632419
35,0.3310237090000001,-5.144205972585034
36,0.34295458399999745,-5.710535195783282
37,0.35164079199999776,-6.218921631558123
38,0.3628301669999985,-6.663541633680482
39,0.3719768340000016,-7.039451451875769
40,0.3823630420000015,-7.342649459948903
41,0.3923485420000006,-7.570124299457051
42,0.4026226259999959,-7.719888308028975
43,0.4111057510000009,-7.7909958240420725
44,0.4237212919999962,-7.783546187373006
45,0.4300647089999998,-7.698671485893368
46,0.4408225419999994,-7.538509325821871
47,0.4506211260000015,-7.306161127530621
48,0.4623773339999957,-7.005636663576268
49,0.4715745009999992,-6.641785759358033
50,0.48328237599999824,-6.2202182658430605
51,0.4902673759999985,-5.7472135854190025
52,0.5029782089999983,-5.229621183575374
53,0.5108705009999994,-4.674753648525797
54,0.5229902919999958,-4.090273966149266
55,0.5318082510000011,-3.4840787572044283
56,0.5420684589999993,-2.864179276502079
57,0.5509461669999993,-2.2385819988618514
58,0.5620683759999991,-1.6151706139033366
59,0.5716618339999968,-1.001591221128471
60,0.5826920840000014,-0.40514245886246286
